;

153; Fidji;5,08;
154; Barbade;5,02;
155; Togo;4,77;
156; Monténégro;4,76;
157; Maldives;4,51;
158; Swaziland;4,49;
159; Sierra Leone;3,64;
160; Guyana;3,63;
161; Burundi;3,40;
162; Suriname;3,35;
163; Liberia;3,29;
164; Soudan du Sud;2,87;
165; Lesotho;2,77;
166; Timor oriental;2,61;
167; Bhoutan;2,33;
168; Djibouti;2,03;
169; République centrafricaine;1,93;
170; Belize;1,85;
171; Cap-Vert;1,74;
172; Sainte-Lucie;1,69;
173; Saint-Marin;1,64;
174; Antigua-et-Barbuda;1,52;
175; Seychelles;1,48;
176; Guinée-Bissau;1,35;
177; Salomon;1,28;
178; Grenade;1,12;
179; Gambie;1,01;
180; Saint-Christophe-et-Niévès;0,928;
181; Vanuatu;0,870;
182; Samoa;0,840;
183; Saint-Vincent-et-les-Grenadines;0,801;
184; Comores;0,652;
185; Dominique;0,560;
186; Tonga;0,437;
187; Sao Tomé-et-Principe;0,379;
188; États fédérés de Micronésie;0,327;
189; Palaos;0,312;
190; Îles Marshall;0,199;
191; Kiribati;0,197;
192; Nauru;0,114;
193; Tuvalu;0,040;

1; États-Unis;18 624,48;
-; Union européenne;16 487,34;
2; Chine;11 199,15;
3; Japon;4 940,16;
4; Allemagne;3 477,80;
5; Royaume-Uni;2 647,90;
6; France;2 465,45;
7; Inde;2 263,79;
8; Italie;1 858,91;
9; Brésil;1 796,19;
10; Canada;1 529,76;
11; Corée du Sud;1 411,25;
12; Russie;1 283,16;
13; Espagne;1 237,26;
14; Australie;1 204,62;
15; Mexique;1 046,92;
16; Indonésie;932,26;
17; Turquie;863,71;
18; Pays-Bas;777,23;
19; Suisse;668,85;
20; Arabie saoudite;646,44;
21; Argentine;545,48;
22; Suède;514,46;
23; Venezuela;482,36 (2014);
24; Pologne;471,36;
25; Belgique;467,96;
26; Iran;418,98;
27; Thaïlande;407,03;
28; Nigeria;404,65;
29; Autriche;390,80;
30; Norvège;371,08;
31; Émirats arabes unis;348,74;
32; Égypte;332,79;
33; Hong Kong;320,91;
34; Israël;317,74;
35; Danemark;306,90;
36; Philippines;304,91;
37; Irlande;304,82;
38; Singapour;296,98;
39; Malaisie;296,54;
40; Afrique du Sud;295,46;
41; Colombie;282,46;
42; Pakistan;278,91;
43; Chili;247,03;
44; Finlande;238,50;
45; Bangladesh;221,42;
46; Viêt Nam;205,28;
47; Portugal;204,84;
48; République tchèque;195,31;
49; Grèce;192,69;
50; Pérou;192,21;
51; Roumanie;187,59;
52; Nouvelle-Zélande;184,97;
53; Irak;171,49;
54; Algérie;159,05;
55; Qatar;152,45;
56; Kazakhstan;137,28;
57; Hongrie;125,82;
58; Koweït;110,88;
59; Maroc;103,61;
60; Porto Rico;103,13 (2013);
61; Équateur;98,61;
62; Soudan;95,58;
63; Angola;95,34;
64; Ukraine;93,27;
65; Slovaquie;89,77;
66; Cuba;87,13 (2015);
67; Sri Lanka;81,32;
68; Éthiopie;72,37;
69; République dominicaine;71,58;
70; Kenya;70,53;
71; Guatemala;68,76;
72; Ouzbékistan;67,22;
73; Oman;66,29;
74; Birmanie;63,23;
75; Luxembourg;58,63;
76; Costa Rica;57,44;
77; Panama;55,19;
78; Bulgarie;53,24;
79; Uruguay;52,42;
80; Croatie;50,71;
81; Liban;49,60;
82; Biélorussie;47,41;
83; Tanzanie;47,34;
84; Macao;45,31;
85; Slovénie;44,71;
86; Lituanie;42,74;
87; Ghana;42,69;
88; Tunisie;42,06;
89; Syrie;40,41 (2007);
90; Jordanie;38,65;
91; Serbie;38,30;
92; Azerbaïdjan;37,85;
93; Côte d'Ivoire;36,37;
94; Turkménistan;36,18;
95; Libye;34,70 (2011);
96; Bolivie;33,81;
97; Cameroun;32,22;
98; Bahreïn;32,18;
99; République démocratique du Congo;31,93;
100; Lettonie;27,57;
101; Paraguay;27,42;
102; Yémen;27,32;
103; Salvador;26,80;
104; Ouganda;24,08;
105; Estonie;23,34;
106; Trinité-et-Tobago;21,89;
107; Honduras;21,52;
108; Népal;21,13;
109; Zambie;21,06;
110; Papouasie-Nouvelle-Guinée;20,21;
111; Islande;20,05;
112; Chypre;20,05;
113; Cambodge;20,02;
114; Afghanistan;19,47;
115; Bosnie-Herzégovine;16,91;
116; Zimbabwe;16,62;
117; Laos;15,81;
118; Botswana;15,58;
119; Sénégal;14,68;
120; Géorgie;14,38;
121; Gabon;14,21;
122; Jamaïque;14,06;
123; Mali;14,03;
124; Palestine;13,40;
125; Nicaragua;13,23;
126; Maurice;12,17;
127; Albanie;11,86;
128; Burkina Faso;11,69;
129;Îles Anglo-Normandes;11,51 (2007);
130; Brunei;11,40;
131; Bahamas;11,26;
132; Mongolie;11,18;
133; Mozambique;11,01;
134; Malte;11,00;
135; Namibie;10,95;
136; République de Macédoine;10,90;
137; Guinée équatoriale;10,68;
138; Arménie;10,57;
139; Madagascar;10,00;
140; Tchad;9,60;
141; Soudan du Sud;9,02 (2015);
142; Bénin;8,58;
143; Rwanda;8,38;
144; Guinée;8,20;
145; Haïti;8,02;
146; République du Congo;7,83;
147; Tadjikistan;6,95;
148; Île de Man;6,79 (2015);
149; Moldavie;6,75;
150; Kosovo;6,65;
151; Kirghizistan;6,55;
152; Liechtenstein;6,29 (2015);
153; Somalie;6,22;
154; Monaco;6,07 (2011);
155; Guam;5,79;
156; Bermudes;5,57 (2013);
157; Malawi;5,43;
158; Mauritanie;4,74;
159; Fidji;4,70;
160; Barbade;4,53;
161; Togo;4,40;
162; Monténégro;4,37;
163; Maldives;4,22;
164; Îles Vierges des États-Unis;3,77 (2015);
165; Sierra Leone;3,74;
166; Swaziland;3,72;
167; Guyana;3,50;
168; Suriname;3,28;
169; Îles Caïmans;3,21 (2006);
170; Burundi;3,01;
171; Andorre;2,86;
172; Érythrée;2,61 (2011);
173; Aruba;2,58 (2011);
174; Îles Féroé;2,48 (2015);
175; Lesotho;2,29;
176; Groenland;2,22 (2015);
177; Bhoutan;2,21;
178; Liberia;2,10;
179; Timor oriental;1,78;
180; République centrafricaine;1,76;
181; Belize;1,74;
182; Djibouti;1,73 (2015);
183; Sainte-Lucie;1,67;
184; Cap-Vert;1,62;
185; Saint-Marin;1,59;
186; Antigua-et-Barbuda;1,46;
187; Seychelles;1,43;
188; Îles Mariannes du Nord;1,24;
189; Salomon;1,20;
190; Guinée-Bissau;1,16;
191; Grenade;1,06;
192; Gambie;0,96;
193; Saint-Christophe-et-Niévès;0,91;
194; Samoa;0,79;
195; Vanuatu;0,77;
196; Saint-Vincent-et-les-Grenadines;0,77;
197; Samoa américaines;0,66;
198; Comores;0,62;
199; Dominique;0,58;
200; Tonga;0,40;
201; Sao Tomé-et-Principe;0,34;
202; États fédérés de Micronésie;0,33;
203; Palaos;0,31;
204; Îles Marshall;0,19;
205; Kiribati;0,18;
206; Nauru;0,10;
207; Tuvalu;0,03;

1; États-Unis;18 624,48;
2; Chine;11 218,28;
3; Japon;4 936,21;
4; Allemagne;3 477,8;
5; Royaume-Uni;2 647,9;
6; France;2 465,45;
7; Inde;2 259,64;
8; Italie;1 858,91;
9; Brésil;1 795,93;
10; Canada;1 529,76;
11; Corée du Sud;1 411,25;
12; Australie;1 304,46;
13; Russie;1 246,02;
14; Espagne;1 237,26;
15; Mexique;1 076,91;
16; Indonésie;932,26;
17; Turquie;863,71;
18; Pays-Bas;777,23;
19; Suisse;668,85;
20; Arabie saoudite;639,62;
21; Argentine;545,87;
22; Suède;514,48;
23; Pologne;471,4;
24; Belgique;467,96;
25; Iran;425,4;
26; Thaïlande;407,03;
27; Nigeria;404,65;
28; Autriche;390,8;
29; Norvège;371,07;
30; Émirats arabes unis;348,74;
31; Hong Kong;320,91;
32; Israël;317,75;
33; Danemark;306,9;
34; Philippines;304,91;
35; Irlande;304,82;
36; Singapour;296,95;
37; Malaisie;296,53;
38; Afrique du Sud;295,44;
39; Venezuela;291,38;
40; Pakistan;282,51;
41; Colombie;282,46;
42; Égypte;270,14;
43; Chili;247,05;
44; Finlande;238,5;
45; Bangladesh;220,84;
46; Viêt Nam;205,28;
47; Portugal;204,84;
48; République tchèque;195,31;
49; Grèce;192,69;
50; Pérou;192,21;
51; Nouvelle-Zélande;187,52;
52; Roumanie;186,69;
53; Irak;160,02;
54; Algérie;159,05;
55; Qatar;152,45;
56; Kazakhstan;135,01;
57; Hongrie;125,82;
58; Koweït;110,35;
59; Angola;106,92;
60; Porto Rico;105,03;
61; Maroc;103,61;
62; Équateur;98,01;
63; Ukraine;93,27;
64; Slovaquie;89,77;
65; Cuba;89,69;
66; Soudan;82,89;
67; Sri Lanka;81,32;
68; République dominicaine;71,58;
69; Kenya;70,53;
70; Éthiopie;70,31;
71; Guatemala;68,76;
72; Ouzbékistan;67,78;
73; Birmanie;65,7;
74; Oman;63,17;
75; Luxembourg;58,63;
76; Costa Rica;57,44;
77; Panama;55,19;
78; Bulgarie;53,24;
79; Uruguay;52,42;
80; Croatie;51,23;
81; Liban;50,46;
82; Tanzanie;47,65;
83; Biélorussie;47,41;
84; Macao;45,31;
85; Slovénie;44,71;
86; Libye;42,96;
87; Ghana;42,79;
88; Lituanie;42,77;
89; Tunisie;41,7;
90; République démocratique du Congo;40,34;
91; Jordanie;38,65;
92; Serbie;38,3;
93; Azerbaïdjan;37,85;
94; Côte d'Ivoire;36,77;
95; Turkménistan;36,18;
96; Bolivie;33,81;
97; Cameroun;32,22;
98; Bahreïn;32,18;
99; Lettonie;27,57;
100; Paraguay;27,17;
101; Salvador;26,8;
102; Yémen;25,37;
103; Ouganda;25,31;
104; Trinité-et-Tobago;24,09;
105; Estonie;23,34;
106; Syrie;22,16;
107; Honduras;21,52;
108; Zambie;21,06;
109; Népal;20,91;
110; Islande;20,27;
111; Afghanistan;20,24;
112; Chypre;20,05;
113; Cambodge;20,02;
114; Papouasie-Nouvelle-Guinée;19,69;
115; Bosnie-Herzégovine;16,91;
116; Corée du Nord;16,79;
117; Zimbabwe;16,12;
118; Laos;15,81;
119; Botswana;15,57;
120; Sénégal;14,6;
121; Géorgie;14,33;
122; Jamaïque;14,06;
123; Mali;14;
124; Gabon;13,86;
125; Palestine;13,4;
126; Nicaragua;13,23;
127; Maurice;12,22;
128; Albanie;11,86;
129; Burkina Faso;11,7;
130; Brunei;11,4;
131; Tchad;11,27;
132; Bahamas;11,26;
133; Madagascar;11,22;
134; Mongolie;11,16;
135; Malte;11;
136; Namibie;10,95;
137; Mozambique;10,93;
138; République de Macédoine;10,75;
139; Guinée équatoriale;10,68;
140; Arménie;10,57;
141;Nouvelle-Calédonie;9,45;
142; Bénin;8,89;
143; Guinée;8,48;
144; Rwanda;8,47;
145; République du Congo;7,78;
146; Haïti;7,65;
147; Niger;7,53;
148; Tadjikistan;6,95;
149; Moldavie;6,77;
150; Kosovo;6,71;
151; Kirghizistan;6,55;
152; Soudan du Sud;6,53;
153; Monaco;6,47;
154; Liechtenstein;6,19;
155; Bermudes;6,13;
156; Polynésie française;5,42;
157; Érythrée;5,41;
158; Malawi;5,32;
159; Fidji;4,67;
160; Mauritanie;4,67;
161; Barbade;4,55;
162; Togo;4,45;
163; Monténégro;4,37;
164; Maldives;4,22;
165; Swaziland;4,01;
166; Îles Caïmans;3,84;
167; Sierra Leone;3,67;
168; Guyana;3,44;
169; Suriname;3,28;
170; Curaçao;3,12;
171; Burundi;2,87;
172; Andorre;2,86;
173; Liberia;2,76;
174; Timor oriental;2,7;
175; Aruba;2,67;
176; Groenland;2,28;
177; Lesotho;2,24;
178; Bhoutan;2,21;
179; Djibouti;1,89;
180; République centrafricaine;1,81;
181; Belize;1,74;
182; Cap-Vert;1,64;
183; Saint-Marin;1,59;
184; Antigua-et-Barbuda;1,46;
185; Seychelles;1,43;
186; Sainte-Lucie;1,4;
187; Somalie;1,32;
188;Zanzibar;1,21;
189; Comores;1,15;
190; Salomon;1,13;
191; Guinée-Bissau;1,12;
192; Saint-Martin;1,07;
193; Grenade;1,02;
194; Gambie;0,99;
195; Îles Vierges britanniques;0,97;
196; Îles Turques-et-Caïques;0,92;
197; Saint-Christophe-et-Niévès;0,91;
198; Vanuatu;0,84;
199; Samoa;0,82;
200; Saint-Vincent-et-les-Grenadines;0,77;
201; Dominique;0,58;
202; Tonga;0,4;
203; Sao Tomé-et-Principe;0,34;
204; Anguilla;0,34;
205; États fédérés de Micronésie;0,33;
206; Palaos;0,31;
207; Îles Cook;0,29;
208; Îles Marshall;0,18;
209; Kiribati;0,17;
210; Nauru;0,1;
211; Montserrat;0,06;
212; Tuvalu;0,04;

1; États-Unis;19 390,60;
-; Union européenne;17 277,70;
2; Chine;12 237,70;
3; Japon;4 872,14;
4; Allemagne;3 677,44;
5; Royaume-Uni;2 622,43;
6; Inde;2 597,49;
7; France;2 582,50;
8; Brésil;2 055,51;
9; Italie;1 934,80;
10; Canada;1 653,04;
11; Russie;1 577,52;
12; Corée du Sud;1 530,75;
13; Australie;1 323,42;
14; Espagne;1 311,32;
15; Mexique;1 149,92;
16; Indonésie;1 015,54;
17; Turquie;851,10;
18; Pays-Bas;826,20;
19; Arabie saoudite;683,83;
20; Suisse;678,89;
21; Argentine;637,59;
22; Suède;538,04;
23; Pologne;524,51;
24; Belgique;492,68;
25; Thaïlande;455,22;
26; Iran;439,51;
27; Autriche;416,60;
28; Norvège;398,83;
29; Émirats arabes unis;382,58;
30; Nigeria;375,77;
31; Israël;350,85;
32; Afrique du Sud;349,42;
33; Hong Kong;341,45;
34; Irlande;333,73;
35; Danemark;324,87;
36; Singapour;323,91;
37; Malaisie;314,50;
38; Philippines;313,60;
39; Colombie;309,19;
40; Pakistan;304,95;
41; Chili;277,08;
42; Finlande;251,88;
43; Bangladesh;249,72;
44; Égypte;235,37;
45; Viêt Nam;223,86;
46; Portugal;217,57;
47; République tchèque;215,73;
48; Roumanie;211,80;
49; Pérou;211,39;
50; Nouvelle-Zélande;205,85;
51; Grèce;200,29;
52; Irak;197,72;
53; Algérie;170,37;
54; Qatar;167,61;
55; Kazakhstan;159,41;
56; Hongrie;139,14;
57; Angola;124,21;
58; Koweït;120,13;
59; Soudan;117,49;
60; Ukraine;112,15;
61; Maroc;109,14;
62; Porto Rico;105,03;
63; Équateur;103,06;
64; Slovaquie;95,77;
65; Sri Lanka;87,17;
66; Éthiopie;80,56;
67; République dominicaine;75,93;
68; Guatemala;75,62;
69; Kenya;74,94;
70; Oman;72,64;
71; Birmanie;69,32;
72; Luxembourg;62,40;
73; Panama;61,84;
74; Costa Rica;57,06;
75; Bulgarie;56,83;
76; Uruguay;56,16;
77; Croatie;54,85;
78; Biélorussie;54,44;
79; Tanzanie;52,09;
80; Liban;51,84;
81; Libye;50,98;
82; Macao;50,36;
83; Slovénie;48,77;
84; Ouzbékistan;48,72;
85; Ghana;47,33;
86; Lituanie;47,17;
87; Turkménistan;42,36;
88; Serbie;41,43;
89; Azerbaïdjan;40,75;
90; Côte d'Ivoire;40,39;
91; Tunisie;40,26;
92; Jordanie;40,07;
93; Bolivie;37,51;
94; République démocratique du Congo;37,24;
95; Bahreïn;35,31;
96; Cameroun;34,80;
97; Lettonie;30,26;
98; Paraguay;29,73;
99; Estonie;25,92;
100; Ouganda;25,89;
101; Zambie;25,81;
102; Salvador;24,81;
103; Népal;24,47;
104; Islande;23,91;
105; Honduras;22,98;
106; Cambodge;22,16;
107; Trinité-et-Tobago;22,10;
108; Chypre;21,65;
109; Papouasie-Nouvelle-Guinée;21,09;
110; Afghanistan;20,82;
111; Yémen;18,21;
112; Bosnie-Herzégovine;18,17;
113; Zimbabwe;17,85;
114; Botswana;17,41;
115; Laos;16,85;
116; Sénégal;16,37;
117; Mali;15,29;
118; Géorgie;15,16;
119; Jamaïque;14,77;
120; Gabon;14,62;
121; Palestine;14,50;
122; Nicaragua;13,81;
123; Maurice;13,34;
124; Namibie;13,24;
125; Albanie;13,04;
126; Burkina Faso;12,87;
127; Malte;12,54;
128; Guinée équatoriale;12,49;
129; Mozambique;12,33;
130; Bahamas;12,16;
131; Brunei;12,13;
132; Arménie;11,54;
133; Madagascar;11,50;
134; Mongolie;11,49;
135; République de Macédoine;11,34;
136; Guinée;10,49;
137; Tchad;9,98;
138; Bénin;9,27;
139; Rwanda;9,14;
140; République du Congo;8,72;
141; Haïti;8,41;
142; Moldavie;8,13;
143; Niger;8,12;
144; Kirghizistan;7,56;
145; Somalie;7,37;
146; Tadjikistan;7,15;
147; Kosovo;7,13;
148; Malawi;6,30;
149; Guam;5,79;
150; Fidji;5,06;
151; Mauritanie;5,02;
152; Togo;4,81;
153; Barbade;4,80;
154; Monténégro;4,77;
155; Maldives;4,60;
156; Swaziland;4,41;
157; Sierra Leone;3,77;
158; Guyane;3,68;
159; Burundi;3,48;
160; Suriname;3,32;
161; Andorre;3,01;
162; Timor oriental;2,95;
163; Soudan du Sud;2,90;
164; Groenland;2,71;
165; Lesotho;2,64;
166; Bhoutan;2,51;
167; Liberia;2,16;
168; République centrafricaine;1,95;
169; Djibouti;1,84;
170; Belize;1,84;
171; Cap-Vert;1,75;
172; Sainte-Lucie;1,71;
173; Saint-Marin;1,66;
174; Antigua-et-Barbuda;1,53;
175; Seychelles;1,49;
176; Guinée-Bissau;1,35;
177; Salomon;1,30;
178; Îles Mariannes du Nord;1,24;
179; Grenade;1,12;
180; Gambie;1,01;
181; Saint-Christophe-et-Niévès;0,95;
182; Vanuatu;0,86;
183; Samoa;0,86;
184; Saint-Vincent-et-les-Grenadines;0,79;
185; Samoa américaines;0,66;
186; Comores;0,65;
187; Dominique;0,56;
188; Tonga;0,43;
189; Sao Tomé-et-Principe;0,39;
190; États fédérés de Micronésie;0,34;
191; Palaos;0,29;
192; Îles Marshall;0,20;
193; Kiribati;0,20;
194; Nauru;0,11;
195; Tuvalu;0,04;

Démographie Population · Densité de population · IDH · IDHI · Taux de croissance démographique · Taux de fécondité · Taux de natalité · Espérance de vie · Taux de mortalité infantile · Taux de suicide · Taux de détention Économie Dette publique · Dette extérieure · Indice de la facilité de faire des affaires · Indice de liberté économique · Indice de perception de la corruption · PIB ( Par habitant · PPA · PPA par habitant · Autre) · Taux d'emploi · Taux d'inflation · Ressources énergétiques · Volume d'exportation · Volume d'importation Environnement Émissions de CO2 · Émissions de CO2 par habitant Géographie Continent · Superficie · Longueur de côtes · Point culminant · Altitude moyenne · Ville la plus haute · Fuseaux horaires · Longueur du réseau ferroviaire · Frontières ( Terrestres · Maritimes · Frontières par longueur · Enclaves et exclaves) Codes CIO · Indicatifs téléphoniques · Football (FIFA) · FIPS 10-4 · Domaines Internet · ISO 3166-1 · OTAN · Préfixes de navires Autre Ordre alphabétique · Monnaies · États membres de l'ONU · Dépenses militaires · Forces militaires · Indice de démocratie · Résultats sportifs · Destinations touristiques · Indicatifs téléphoniques · Date d'acquisition de la souveraineté · Forme de gouvernement · Langue officielle;Population · Densité de population · IDH · IDHI · Taux de croissance démographique · Taux de fécondité · Taux de natalité · Espérance de vie · Taux de mortalité infantile · Taux de suicide · Taux de détention;Dette publique · Dette extérieure · Indice de la facilité de faire des affaires · Indice de liberté économique · Indice de perception de la corruption · PIB ( Par habitant · PPA · PPA par habitant · Autre) · Taux d'emploi · Taux d'inflation · Ressources énergétiques · Volume d'exportation · Volume d'importation;Émissions de CO2 · Émissions de CO2 par habitant;Continent · Superficie · Longueur de côtes · Point culminant · Altitude moyenne · Ville la plus haute · Fuseaux horaires · Longueur du réseau ferroviaire · Frontières ( Terrestres · Maritimes · Frontières par longueur · Enclaves et exclaves);CIO · Indicatifs téléphoniques · Football (FIFA) · FIPS 10-4 · Domaines Internet · ISO 3166-1 · OTAN · Préfixes de navires;Ordre alphabétique · Monnaies · États membres de l'ONU · Dépenses militaires · Forces militaires · Indice de démocratie · Résultats sportifs · Destinations touristiques · Indicatifs téléphoniques · Date d'acquisition de la souveraineté · Forme de gouvernement · Langue officielle;
Population · Densité de population · IDH · IDHI · Taux de croissance démographique · Taux de fécondité · Taux de natalité · Espérance de vie · Taux de mortalité infantile · Taux de suicide · Taux de détention;
Dette publique · Dette extérieure · Indice de la facilité de faire des affaires · Indice de liberté économique · Indice de perception de la corruption · PIB ( Par habitant · PPA · PPA par habitant · Autre) · Taux d'emploi · Taux d'inflation · Ressources énergétiques · Volume d'exportation · Volume d'importation;
Émissions de CO2 · Émissions de CO2 par habitant;
Continent · Superficie · Longueur de côtes · Point culminant · Altitude moyenne · Ville la plus haute · Fuseaux horaires · Longueur du réseau ferroviaire · Frontières ( Terrestres · Maritimes · Frontières par longueur · Enclaves et exclaves);
CIO · Indicatifs téléphoniques · Football (FIFA) · FIPS 10-4 · Domaines Internet · ISO 3166-1 · OTAN · Préfixes de navires;
Ordre alphabétique · Monnaies · États membres de l'ONU · Dépenses militaires · Forces militaires · Indice de démocratie · Résultats sportifs · Destinations touristiques · Indicatifs téléphoniques · Date d'acquisition de la souveraineté · Forme de gouvernement · Langue officielle;
Disparus · Existant en 1920 · Fictif · Sans cours d'eau · Périphrases · Ne possédant pas d'armée · Dotés de l'arme nucléaire · Dépendances et territoires à souveraineté spéciale · Entités territoriales autonomes · Territoires contestés · Territoires non autonomes selon l'ONU · États non reconnus internationalement · Micronation;
Drapeaux · Armoiries · Hymnes · Gentilés · Étymologies · Devises;
Population · Densité de population · IDH · IDHI · Taux de croissance démographique · Taux de fécondité · Taux de natalité · Espérance de vie · Taux de mortalité infantile · Taux de suicide · Taux de détention;
Dette publique · Dette extérieure · Indice de la facilité de faire des affaires · Indice de liberté économique · Indice de perception de la corruption · PIB ( Par habitant · PPA · PPA par habitant · Autre) · Taux d'emploi · Taux d'inflation · Ressources énergétiques · Volume d'exportation · Volume d'importation;
Émissions de CO2 · Émissions de CO2 par habitant;
Continent · Superficie · Longueur de côtes · Point culminant · Altitude moyenne · Ville la plus haute · Fuseaux horaires · Longueur du réseau ferroviaire · Frontières ( Terrestres · Maritimes · Frontières par longueur · Enclaves et exclaves);
CIO · Indicatifs téléphoniques · Football (FIFA) · FIPS 10-4 · Domaines Internet · ISO 3166-1 · OTAN · Préfixes de navires;
Ordre alphabétique · Monnaies · États membres de l'ONU · Dépenses militaires · Forces militaires · Indice de démocratie · Résultats sportifs · Destinations touristiques · Indicatifs téléphoniques · Date d'acquisition de la souveraineté · Forme de gouvernement · Langue officielle;

2006 · 2007 · 2008 · 2009 · 2010 · 2011 · 2012 · 2013 · 2014 · 2015 · PIB actuel · Par ville · Par habitant;
2004 et 2009 · Par habitant · Historique;
PIB · PNB · PIB par habitant · PIB réel · PIB vert · Valeur nominale · Parité de pouvoir d'achat (PPA) · Déflateur du PIB;
Liste des pays par volume d'exportation · Indice de développement humain (IDH);
