Model;Launch;Code name;Fab (nm);Transistors (million);Die size (mm2);Bus interface;SMX count;Core config1;Clock rate;Fillrate;Memory configuration;Supported API version;Processing power (GFLOPS)9;TDP (Watts);Release Price (USD);
Base (MHz);Average Boost (MHz);Max Boost2 (MHz);Memory (MHz);Pixel (GP/s);Texture (GT/s);Size (MB);Bandwidth (GB/s);DRAM type;Bus width (bit);Vulkan;Direct3D3;OpenGL;OpenCL;Single precision;Double precision;
GeForce GTX 760;June 25, 2013;GK104-225-A2;6;1152:96:32;980;1033;1124;1502 (6008);31.410;94;2048 4096;192.3;GDDR5;256;12;4.6;1.2;2257.9;94.1;170;$249 ($219);
GeForce GTX 760 Ti8;September 27, 2013 [41];GK104;7;1344:112:32;915;980;1084;1502 (6008);29.3;102.5;2048;192.3;GDDR5;12;4.6;1.2;2459.5;102.5;170;OEM;
GeForce GTX 770;May 30, 2013;GK104-425-A2;8;1536:128:32;1046;1085;1130;1752.5 (7010);33.5;134;2048 4096;224;GDDR5;12;4.6;1.2;3213.3;133.9;230;$399 ($329);
GeForce GTX 780;May 23, 2013;GK110-300-A1;7080;561;12;2304:192:48;863;900;1002;1502 (6008);41.410;160.5;3072 6144[42];288.4;GDDR5;384;12;4.6;1.2;3976.7;165.7;250;$649 ($499);
GeForce GTX 780 Ti[43][44][45];November 7, 2013;GK110-425-B1;15;2880:240:48;876;928;1019;1752.5 (7010);42.010;210.2;3072;336.5;GDDR5;12;4.6;1.2;5045.7;210.2;250;$699;
GeForce GTX TITAN[46][47][48];February 21, 2013;GK110-400-A1;14;2688:224:48;837;876;993;1502 (6008);40.2;187.5;6144;288.4;GDDR5;12;4.6;1.2;4499.7;1300[49]-1499.9;250;$999;
GeForce GTX TITAN Black;February 18, 2014;GK110-430-B1;15;2880:240:48;889;980;1058;1752.5 (7010);42.7;213.4;6144;336.5;GDDR5;12;4.6;1.2;5120.6;1706.9;250;$999;
GeForce GTX TITAN Z;March 25, 2014;2× GK110;2× 7080;2× 561;2× 15;2× 2880:240:48;705;876;Unknown;1752.5 (7010);2× 33.8;2× 169;2× 6144;2× 336.5;GDDR5;2× 384;12;4.5;1.2;8121.6;2707.2;375;$2999;
Model;Launch;Code name;Fab (nm);Transistors (million);Die size (mm2);Bus interface;SMX count;Core config1;Clock rate;Fillrate;Memory configuration;Supported API version;Processing power (GFLOPS)8;TDP (Watts);Release Price (USD);
Base (MHz);Average Boost (MHz);Max Boost2 (MHz);Memory (MHz);Pixel (GP/s);Texture (GT/s);Size (MB);Bandwidth (GB/s);DRAM type;Bus width (bit);Vulkan;Direct3D3;OpenGL;OpenCL;Single precision;Double precision;
