Mimer SQL;Unlimited;Unlimited;16000;252;Unlimited;15000;45 digits;0001-01-01;9999-12-31;128;
MonetDB;Unlimited;Unlimited;Unlimited;Unlimited;Unlimited;Unlimited;64 bits;0;9999-12-31;?;
MySQL;Unlimited;MyISAM storage limits: 256 TB; Innodb storage limits: 64 TB;64 KB3;4,0964;4 GB (longtext, longblob);64 KB (text);64 bits;1000;9999;64;
OpenLink Virtuoso;32 TB per instance (Unlimited via elastic cluster);DB size (or 32 TB);4 KB;200;2 GB;2 GB;231;0;9999;100;
Oracle;2PB (with standard 8k block) 8PB (with max 32k block) 8EB (with max 32k block and BIGFILE option);4 GB * block size (with BIGFILE tablespace);8 KB;1,000;128 TB;32,767 B11;126 bits;?4712;9999;128;
;Max DB size;Max table size;Max row size;Max columns per row;Max Blob/Clob size;Max CHAR size;Max NUMBER size;Min DATE value;Max DATE value;Max column name size;
Pervasive PSQL;4 billion objects;256 GB;2 GB;1,536;2 GB;8,000 bytes;64 bits;01-01-0001;12-31-9999;128 bytes;
Polyhedra;Limited by available RAM, address space;232 rows;Unlimited;65,536;4 GB (subject to RAM);4 GB (subject to RAM);64 bits;0001-01-01;8000-12-31;255;
PostgreSQL;Unlimited;32 TB;1.6 TB;250–1600 depending on type;1 GB (text, bytea)[58] – stored inline or 4 TB (stored in pg_largeobject)[59];1 GB;Unlimited;?4,713;5,874,897;63;
Raima Database Manager;Unlimited;248-1 rows;32 KB;1,000;4 GB;char: 256, varchar: 4 KB;64 bits;0001-01-01;11758978-12-31;31;
RDM Server;Unlimited;264-1 rows;32 KB;32,768;Unlimited;32 KB;64 bits;0001-01-01;11758978-12-31;32;
SAP HANA;?;?;?;?;?;?;?;?;?;?;
solidDB;256 TB;256 TB;32 KB + BLOB data;Limited by row size;4 GB;4 GB;64 bits;-32768-01-01;32767-12-31;254;
SQL Anywhere;104 TB (13 files, each file up to 8 TB (32 KB pages));Limited by file size;Limited by file size;45,000;2 GB;2 GB;64 bits;0001-01-01;9999-12-31;?;
SQLite;128 TB (231 pages * 64 KB max page size);Limited by file size;Limited by file size;32,767;2 GB;2 GB;64 bits;No DATE type9;No DATE type9;Unlimited;
Teradata;Unlimited;Unlimited;64000 wo/lobs (64 GB w/lobs);2,048;2 GB;64,000;38 digits;0001-01-01;9999-12-31;128;
UniVerse;Unlimited;Unlimited;Unlimited;Unlimited;Unlimited;Unlimited;Unlimited;Unlimited;Unlimited;Unlimited;
;Max DB size;Max table size;Max row size;Max columns per row;Max Blob/Clob size;Max CHAR size;Max NUMBER size;Min DATE value;Max DATE value;Max column name size;
