LimeWire;Gnutella, BitTorrent;No;magnet;Free or US$18.88;GNU, macOS, Windows;GPL;Java;No;2010;Shutdown permanently due to injunction from MGM v. Grokster in which Limewire was ordered to disable all functionality of the software.[13];
Manolito;MP2P;No;MP2P;Free or US$19.95;Windows;Proprietary;?;No;2008;;
MLDonkey;BitTorrent, eDonkey, FastTrack, (Gnutella, Gnutella2), Kad; HTTP/FTP download;No;ed2k, magnet, sig2dat;Free;GNU, macOS, Windows;GPL;OCaml;Yes;2014, 3.1.5 (March 22, 2014; 4 years ago (2014-03-22)[14]) [±];P2P application, telnet / web-interface / GUI interface, complete and complex remote usage. Sancho GUI makes automatic SSH tunnels.;
Morpheus;NEOnet, Gnutella, Gnutella2, BitTorrent;No;No;Free or US$19.95;Windows;Proprietary;?;Yes;2007, 5.55.1 (November 15, 2007; 11 years ago (2007-11-15)) [±];;
MUTE;MUTE;Yes;No;Donation;GNU, macOS, Windows;GPL;C++;Yes;2009;;
Nachtblitz[15];I2P (protocol Kad network);Yes;ed2k, magnet;Free;Windows, GNU with Wine;GPL;C#;Yes;2016;needs I2P to run;
Nodezilla;Private;Yes;No;Free;GNU, Windows;core proprietary, GUI GPL;Java;Yes;2010;Most is proprietary, GUI is GPL.;
Opera[dubious – discuss];BitTorrent; HTTP/FTP download;No;No;Free;GNU, macOS, Windows;Proprietary;C++;Yes;2015, 57.0.3098.102 (December 13, 2018; 1 day ago (2018-12-13)[16]);;
Perfect Dark;Perfect Dark;Yes;No;Free;Windows;Proprietary;C++;Yes;2015;Boards. Auto update.;
Piolet[17][third-party source needed];MP2P;No;MP2P;Free or US$19.95;Windows;Proprietary;?;No;2008;;
Retroshare;Retroshare;Yes;Own format;Free;Windows, GNU, macOS;GPL;C++;Yes;2017;Uses PGP for friend authentication. Decentralized F2F network type.;
Robert;I2P (protocol BitTorrent);Yes;magnet;Free;GNU, macOS, Windows;GPL;Python;Yes;2012;needs I2P to run;
Share;Share;Yes;No;Free;Windows;Proprietary;Object Pascal (Delphi);Yes;2006;Anonymous developer; tries to be Winny successor;
Shareaza;eDonkey, BitTorrent, Gnutella, Gnutella2, Direct Connect; HTTP/FTP download;No;ed2k, magnet, Piolet/MP2P, gnutella;Free;Windows;GPL;C++;Yes;2017, 2.7.10.2 (September 18, 2017; 14 months ago (2017-09-18)[18]) [±];Uses a powerful files library; maintained by volunteer group;
StealthNet;RShare;Yes;No;Free;GNU, macOS, Windows;GPL;C#;Yes;2011;Evolution of the RShare client with many functions.;
Soulseek;Soulseek;No;No;Free, donations for privileges;Windows, Mac, Linux;Proprietary;?;Yes;2015, SoulseekQt build 2017.2.20 (February 20, 2017; 21 months ago (2017-02-20)) [±];Folder downloads, browse users with folder trees, no multi-source downloads;
Tribler;BitTorrent and its own;Yes;magnet;Free;Windows, GNU, macOS;GNU LGPL v2.1+[19];Python, C++;Yes;2016, 7.1.0 (October 9, 2018; 2 months ago (2018-10-09)) [±][20];Unlike most other torrent clients, Tribler is decentralized (as well as anonymous) and does not rely on any trackers or any other indexing service to discover content.[21] Also features a built-in video streamer.;
Vuze (formerly Azureus);BitTorrent and I2P;No (except when using I2P);magnet;Free;GNU, macOS, Windows;GPL;Java;No;2016, 5.7.6.0 (November 2, 2017; 13 months ago (2017-11-02)) [±][22];;
Warez P2P;iP2P DHT;No;No;Free or US$19.99;Windows;Proprietary;?;Yes;2007;Developer claims Warez v3.0 beta is malware-free;
WinMX;WinMX Peer Network (independent, now user-operated), OpenNAP, chatrooms supported;No;No;Free;Windows;Proprietary;C++;Yes;2004;Official development has ceased due to RIAA coercion. Versions 3.53, 3.54 beta 4 and older are available from 3rd parties.;
Winny;Winny;Yes;No;Free;Windows;Proprietary;C++;Yes;2003;;
WireShare;Gnutella, BitTorrent;No;magnet;Free;GNU, macOS, Windows;GPL;Java;Yes;2016;Forked from Limewire pro;
Wuala;Wuala;No;No;Free;GNU, macOS, Windows;Proprietary;Java;Yes;2009;;
Name;Network;Anonymous P2P;Link system compatibility;Price;Platform;License;Programming language;Free Spyware-Adware;Last release year;Extra information;
