System;Documentation integration/generation, reporting;Test planning integration;Customizable workflow;Unicode support;Custom fields;SLA[4];Plugin API[5];Multiple projects;Full-text search;Indexed full-text search;Indexed file search;
Teamwork;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes[39];Yes Uses Lucene;;
TestTrack;Yes - Advanced reporting, integrated charts, export to Excel, workflow with triggers;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;;
The Bug Genie;Yes, integrated wiki;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;
Trac;Yes, integrated wiki;Yes[40];Yes;Yes;Yes;No;Yes[41];Yes[42];Yes;No[43];;
TrackerSuite.Net;Yes. Dashboards. Graphical reports. Integration with Crystal Reports. Reports can be exported to Microsoft Excel.;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;
Tuleap;Yes, Kanban boards, Scrum planning and burndown charts, pies, Gantt, barrs, cardwall, Document Manager with approval workflow and fine grained permissions, wikis;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes with plugin fulltext;Yes with plugin fulltext;No;
Usersnap;Yes. Dashboards, Help Center.;No;Yes, via Tags.;Yes;Yes;Yes, available for enterprise plans;Yes;Yes;Yes;Yes;N/A;
Wrike;Yes, real-time customized reports, export to Excel, scheduled reports by mail, alerts, discussions, Gantt charts,;No;Yes;Yes;Yes;No;Yes;Yes;Unknown;;;
YouTrack;Yes: Wiki syntax, custom workflow, custom issue attributes, notifications (email, jabber, RSS, etc.), email integration, reports, export to HTML and CSV, integration with VCSs.;Yes[44];Yes;Yes;Yes;No;Yes[45];Yes;Yes[46];Yes (Uses Lucene);;
System;Dynamic documentation integration/generation;Test planning integration;Customizable workflow;Unicode support;Custom fields;SLA[4];Plugin API[5];Multiple projects;Full-text search;Indexed full-text search;Indexed file search;
